battery_id,cycle_number,timestamp,avg_voltage,max_voltage,min_voltage,avg_current_charge,avg_current_discharge,avg_temperature,max_temperature,min_temperature,capacity_charge,capacity_discharge,internal_resistance,charge_time_h,discharge_time_h,charge_energy_wh,discharge_energy_wh,coulombic_efficiency,health_score,is_anomaly,anomaly_type
BAT-001,496,2023-04-11T13:15:26,3.485,3.9054,2.85,1.3834,-1.2947,30.595,37.498,26.281,2.39216,2.36444,149.075,1.742,1.7665,8.3367,8.2401,98.841,78.81,False,
BAT-001,497,2023-04-11T17:25:55,3.5408,3.9923,2.85,1.3646,-1.334,30.904,35.821,26.958,2.37464,2.35366,145.563,1.9079,1.7733,8.4081,8.3338,99.117,78.46,False,
BAT-001,498,2023-04-11T22:04:16,3.4702,3.9545,2.8605,1.4106,-1.5415,33.5,37.996,30.536,2.35197,2.33899,147.41,1.7977,1.577,8.1618,8.1168,99.448,77.97,False,
BAT-001,499,2023-04-12T03:19:01,3.5198,3.8771,2.85,1.7531,-1.6883,32.243,39.992,30.016,2.34708,2.33261,141.044,1.344,1.3137,8.2612,8.2103,99.384,77.75,False,
BAT-001,500,2023-04-12T07:56:47,3.533,3.9151,2.85,1.5772,-1.3887,32.776,40.765,28.922,2.35149,2.33914,145.455,1.5146,1.6627,8.3078,8.2641,99.475,77.97,False,
BAT-002,1,2023-01-02T20:00:00,3.512,3.9429,2.85,1.7991,-1.6923,27.172,33.042,22.48,3.02547,2.99207,86.152,1.8462,1.8174,10.6254,10.5081,98.896,99.74,False,
BAT-002,2,2023-01-03T00:15:40,3.6012,4.0343,2.9706,1.7045,-1.3469,29.556,36.187,25.022,3.04038,2.9985,86.442,1.7802,2.2801,10.9491,10.7983,98.623,99.95,False,
BAT-002,3,2023-01-03T04:58:52,3.6258,3.9855,2.9081,1.5544,-1.551,27.86,33.745,25.511,3.02003,2.99258,89.188,1.8465,1.9289,10.9499,10.8504,99.091,99.75,False,
BAT-002,4,2023-01-03T10:40:49,3.6394,4.1303,2.9505,1.4269,-1.2319,27.327,31.912,23.226,3.02164,2.99549,85.739,2.2721,2.3641,10.9969,10.9017,99.135,99.85,False,
BAT-002,5,2023-01-03T16:36:32,3.6067,3.9852,2.9465,1.5114,-1.6957,28.526,36.202,26.09,3.00528,2.98397,87.211,2.0235,1.8075,10.8392,10.7623,99.291,99.47,False,
BAT-002,6,2023-01-03T21:29:30,3.5025,3.9328,2.8589,1.5643,-1.3327,25.589,33.147,20.67,3.01421,2.98402,79.568,2.1187,2.2771,10.5573,10.4515,98.998,99.47,False,
BAT-002,7,2023-01-04T03:03:54,3.5645,3.9893,2.9408,1.3159,-1.4119,27.948,32.072,25.206,2.99637,2.98075,86.083,2.3628,2.0727,10.6807,10.625,99.479,99.36,False,
BAT-002,8,2023-01-04T09:14:45,3.57,4.0485,2.9346,1.5547,-1.2905,25.362,30.227,21.364,3.02083,2.98863,88.369,1.9726,2.3806,10.7845,10.6695,98.934,99.62,False,
BAT-002,9,2023-01-04T14:44:17,3.5796,4.0834,2.942,1.3981,-1.6317,28.263,33.259,23.693,3.01391,2.99077,88.91,2.1751,1.7628,10.7886,10.7058,99.232,99.69,False,
BAT-002,10,2023-01-04T19:34:30,3.5311,3.9293,2.85,1.4983,-1.5692,28.352,31.811,25.031,2.98843,2.96907,87.086,2.0467,1.8841,10.5526,10.4842,99.352,98.97,False,
BAT-002,11,2023-01-05T01:13:48,3.5666,3.9742,2.8542,1.7284,-1.3336,26.922,34.165,23.648,3.01452,2.97622,92.148,1.8947,2.147,10.7515,10.6149,98.73,99.21,False,
BAT-002,12,2023-01-05T05:48:49,3.6289,4.0352,2.952,1.3019,-1.5638,27.645,35.534,23.571,2.98365,2.9522,87.151,2.1951,1.811,10.8275,10.7134,98.946,98.41,False,
BAT-002,13,2023-01-05T10:27:07,3.5236,3.9139,2.85,1.6817,-1.3473,27.622,31.737,24.485,3.00256,2.96743,86.334,1.9547,2.245,10.5798,10.456,98.83,98.91,False,
BAT-002,14,2023-01-05T16:25:18,3.5503,3.9828,2.8733,1.6677,-1.3216,27.678,32.576,24.864,2.9932,2.97125,91.109,1.7576,2.3166,10.6268,10.5488,99.266,99.04,False,
BAT-002,15,2023-01-05T21:31:37,3.6165,4.1555,3.0603,1.3665,-1.4944,26.47,30.724,22.808,2.98333,2.96192,91.272,2.1783,1.9927,10.7891,10.7117,99.282,98.73,False,
BAT-002,16,2023-01-06T03:11:14,3.5785,3.9791,2.85,1.4034,-1.5951,28.092,35.114,25.535,3.00216,2.97374,88.446,2.3425,1.8989,10.7431,10.6414,99.053,99.12,False,
BAT-002,17,2023-01-06T08:03:50,3.4955,3.9938,2.8801,1.7381,-1.3344,28.697,34.696,26.376,3.00631,2.97349,93.041,1.7149,2.2299,10.5087,10.394,98.908,99.12,False,
BAT-002,18,2023-01-06T12:56:17,3.607,4.0537,3.0047,1.696,-1.2984,30.976,38.184,26.752,2.99113,2.95557,88.253,1.8376,2.1713,10.7889,10.6606,98.811,98.52,False,
BAT-002,19,2023-01-06T17:38:16,3.5632,3.9199,3.0045,1.4307,-1.2418,26.657,30.276,22.713,2.96509,2.94983,88.44,2.2105,2.4873,10.5651,10.5107,99.485,98.33,False,
BAT-002,20,2023-01-07T00:15:30,3.5989,4.0208,2.9893,1.4097,-1.5531,28.771,34.449,24.039,2.97596,2.96028,87.356,2.0382,1.8393,10.7101,10.6537,99.473,98.68,False,
BAT-002,21,2023-01-07T05:12:40,3.6227,4.0445,2.948,1.7726,-1.5313,26.721,30.659,22.865,2.98528,2.95326,87.489,1.8093,1.9303,10.8147,10.6988,98.928,98.44,False,
BAT-002,22,2023-01-07T09:59:38,3.6147,4.1608,2.8877,1.3255,-1.6649,26.194,32.452,23.011,2.96321,2.94434,91.96,2.3967,1.7819,10.7111,10.6429,99.363,98.14,False,
BAT-002,23,2023-01-07T15:56:27,3.4746,3.8838,2.85,1.335,-1.2853,24.132,28.66,21.488,2.9654,2.94523,89.685,2.1865,2.2261,10.3036,10.2335,99.32,98.17,False,
BAT-002,24,2023-01-07T21:47:16,3.5376,3.9378,2.85,1.5069,-1.3435,28.185,34.461,24.343,2.97122,2.94581,94.221,2.1354,2.0959,10.5111,10.4212,99.145,98.19,False,
BAT-002,25,2023-01-08T03:46:31,3.4724,3.8508,2.8705,1.6456,-1.5551,27.501,34.572,23.97,2.97883,2.95343,91.054,1.9501,1.8208,10.3438,10.2556,99.147,98.45,False,
BAT-002,26,2023-01-08T08:06:38,3.4688,3.9987,2.85,1.7792,-1.6515,28.774,33.765,24.085,2.96653,2.94737,92.002,1.8158,1.869,10.2903,10.2239,99.354,98.25,False,
BAT-002,27,2023-01-08T13:26:52,3.5747,3.9435,2.8519,1.3278,-1.3696,27.674,33.069,24.977,2.98546,2.94294,88.523,2.4572,2.1616,10.672,10.52,98.576,98.1,False,
BAT-002,28,2023-01-08T19:54:48,3.5799,4.093,2.8619,1.594,-1.683,26.353,32.737,23.269,2.96091,2.94542,92.874,1.7653,1.7048,10.5999,10.5444,99.477,98.18,False,
BAT-002,29,2023-01-09T01:01:45,3.501,4.0405,2.8684,1.4225,-1.4436,28.345,34.993,23.459,2.98008,2.95552,91.853,2.1762,2.0661,10.4332,10.3473,99.176,98.52,False,
BAT-002,30,2023-01-09T06:19:08,3.6148,4.0632,3.0481,1.7186,-1.2852,28.53,35.731,25.156,2.96746,2.94334,92.078,1.8816,2.2237,10.7268,10.6396,99.187,98.11,False,
BAT-002,31,2023-01-09T11:59:49,3.5375,4.0693,2.85,1.768,-1.4943,26.415,30.938,22.286,2.95666,2.92595,90.37,1.81,1.9867,10.4592,10.3505,98.961,97.53,False,
BAT-002,32,2023-01-09T16:38:35,3.4958,3.9284,2.9207,1.7902,-1.4122,28.743,32.879,25.396,2.98181,2.94482,95.057,1.8284,2.083,10.4239,10.2946,98.76,98.16,False,
BAT-002,33,2023-01-09T21:04:03,3.4917,3.8571,2.85,1.363,-1.6093,27.4,31.265,24.012,2.99194,2.94835,88.882,2.119,1.8026,10.447,10.2948,98.543,98.28,False,
BAT-002,34,2023-01-10T01:35:13,3.6264,4.0822,2.9859,1.7658,-1.2995,25.879,32.622,21.702,2.97653,2.93282,91.429,1.7782,2.1499,10.794,10.6355,98.532,97.76,False,
BAT-002,35,2023-01-10T06:24:18,3.5217,4.061,2.85,1.3634,-1.6689,26.764,31.431,23.573,2.95152,2.91938,91.72,2.2921,1.7277,10.3943,10.2812,98.911,97.31,False,
BAT-002,36,2023-01-10T11:47:34,3.54,4.0297,2.8682,1.5201,-1.5249,28.541,35.542,24.068,2.93593,2.91565,91.74,1.9097,1.8967,10.393,10.3213,99.309,97.19,False,
BAT-002,37,2023-01-10T16:55:48,3.5186,3.9253,2.901,1.6024,-1.4918,28.005,32.037,23.526,2.96849,2.93127,89.638,1.7857,1.9675,10.445,10.314,98.746,97.71,False,
BAT-002,38,2023-01-10T21:57:50,3.6547,4.0477,3.0565,1.4724,-1.3958,28.991,33.153,26.324,2.97411,2.93347,87.937,2.0345,2.1379,10.8696,10.721,98.633,97.78,False,
BAT-002,39,2023-01-11T03:40:06,3.6266,4.0951,2.9687,1.3378,-1.6467,28.078,33.937,24.46,2.95231,2.93172,93.255,2.2263,1.7367,10.707,10.6323,99.302,97.72,False,
BAT-002,40,2023-01-11T09:15:52,3.6535,4.1283,2.9431,1.6342,-1.625,26.102,33.725,21.39,2.93974,2.92413,94.098,1.849,1.8219,10.7403,10.6832,99.469,97.47,False,
BAT-002,41,2023-01-11T13:45:16,3.6364,4.105,3.0263,1.4853,-1.3989,25.552,31.739,20.669,2.95359,2.93298,94.397,2.017,2.1959,10.7404,10.6654,99.302,97.77,False,
BAT-002,42,2023-01-11T19:28:09,3.5997,4.0326,2.8873,1.4553,-1.5918,29.529,37.133,26.725,2.95247,2.93086,92.142,1.9692,1.8777,10.6281,10.5503,99.268,97.7,False,
BAT-002,43,2023-01-12T00:03:37,3.504,3.9755,2.85,1.3551,-1.6627,28.317,34.659,25.198,2.95821,2.92442,96.343,2.0932,1.8394,10.3655,10.247,98.858,97.48,False,
BAT-002,44,2023-01-12T05:59:05,3.5046,3.9328,2.9441,1.4973,-1.2692,27.192,34.358,23.128,2.95272,2.91069,96.904,1.9327,2.3545,10.348,10.2007,98.577,97.02,False,
BAT-002,45,2023-01-12T11:08:46,3.4864,4.0243,2.85,1.7823,-1.6671,30.223,36.879,27.175,2.94964,2.91849,97.748,1.6933,1.6906,10.2835,10.1749,98.944,97.28,False,
BAT-002,46,2023-01-12T16:29:32,3.5672,4.1023,2.9529,1.5363,-1.4966,27.874,33.395,25.557,2.93073,2.90842,98.249,1.8603,1.9241,10.4545,10.3749,99.239,96.95,False,
BAT-002,47,2023-01-12T22:08:57,3.6371,3.9889,2.9495,1.5075,-1.5368,27.382,30.394,24.348,2.94545,2.92353,97.457,2.0627,1.882,10.713,10.6333,99.256,97.45,False,
BAT-002,48,2023-01-13T02:55:21,3.5982,4.0223,2.8541,1.7474,-1.3581,27.425,31.966,24.811,2.95956,2.92295,90.714,1.7481,2.2424,10.649,10.5173,98.763,97.43,False,
BAT-002,49,2023-01-13T08:43:07,3.5578,4.0955,2.85,1.4071,-1.5497,30.194,37.2,26.767,2.92681,2.89988,95.818,2.0359,1.8974,10.413,10.3172,99.08,96.66,False,
BAT-002,50,2023-01-13T13:16:20,3.6172,4.0473,2.9205,1.3819,-1.4833,28.943,33.717,24.447,2.92214,2.90146,96.965,2.1709,1.981,10.5701,10.4953,99.292,96.72,False,
BAT-002,51,2023-01-13T18:08:08,3.6121,4.002,2.957,1.6981,-1.5373,25.627,33.105,23.145,2.9272,2.91116,96.477,1.6821,1.9696,10.5732,10.5153,99.452,97.04,False,
BAT-002,52,2023-01-13T23:00:51,3.4892,3.9061,2.9158,1.511,-1.4744,27.177,32.204,23.27,2.92735,2.89683,101.117,2.0081,2.0086,10.2141,10.1076,98.957,96.56,False,
BAT-002,53,2023-01-14T04:47:07,3.5508,3.9633,2.9664,1.4929,-1.6867,30.908,36.055,27.21,2.93006,2.90327,100.395,2.0615,1.7101,10.4039,10.3088,99.085,96.78,False,
BAT-002,54,2023-01-14T09:43:42,3.5653,4.1118,2.8562,1.5519,-1.2847,25.732,32.904,20.935,2.92381,2.90751,98.721,2.0231,2.1927,10.4243,10.3661,99.442,96.92,False,
BAT-002,55,2023-01-14T15:30:47,3.5541,3.963,2.9864,1.7139,-1.6716,26.651,31.32,24.37,2.93637,2.9021,99.28,1.6996,1.7957,10.4363,10.3145,98.833,96.74,False,
BAT-002,56,2023-01-14T20:29:32,3.61,4.1528,2.9415,1.3039,-1.2126,28.169,34.395,23.879,2.91712,2.89274,98.524,2.3884,2.3666,10.5307,10.4427,99.164,96.42,False,
BAT-002,57,2023-01-15T02:56:42,3.5126,3.9451,2.85,1.311,-1.417,28.666,32.218,24.289,2.9198,2.90031,96.906,2.4304,1.9631,10.2561,10.1876,99.332,96.68,False,
BAT-002,58,2023-01-15T08:04:05,3.6287,4.1099,2.9684,1.7596,-1.5278,28.756,35.974,24.796,2.91176,2.89158,95.242,1.6971,1.8718,10.5659,10.4927,99.307,96.39,False,
BAT-002,59,2023-01-15T12:53:30,3.6128,3.9679,3.0062,1.4159,-1.5968,30.055,34.456,25.623,2.92245,2.89751,93.76,1.9668,1.7555,10.5583,10.4682,99.147,96.58,False,
BAT-002,60,2023-01-15T18:21:16,3.6363,4.1462,2.9446,1.4035,-1.6659,29.076,36.514,25.261,2.93405,2.89715,95.923,2.1512,1.6799,10.6691,10.535,98.742,96.57,False,
BAT-002,61,2023-01-16T00:03:25,3.5978,4.0675,2.9116,1.4397,-1.4847,26.292,34.024,21.712,2.90004,2.88543,96.339,2.0007,1.9491,10.4337,10.3811,99.496,96.18,False,
BAT-002,62,2023-01-16T05:15:27,3.6208,4.0809,3.0497,1.6087,-1.3828,29.195,34.272,26.786,2.90633,2.88057,99.47,1.9422,2.1499,10.5234,10.4301,99.114,96.02,False,
BAT-002,63,2023-01-16T10:53:32,3.5118,4.0097,2.9157,1.3557,-1.6745,30.33,34.615,27.782,2.92684,2.89379,97.894,2.0534,1.6961,10.2785,10.1625,98.871,96.46,False,
BAT-002,64,2023-01-16T16:36:10,3.5461,4.0284,2.8744,1.6248,-1.5996,26.291,33.25,23.854,2.92607,2.89698,94.382,1.8939,1.854,10.3761,10.2729,99.006,96.57,False,
BAT-002,65,2023-01-16T21:18:02,3.5129,3.9365,2.85,1.5276,-1.5472,28.802,34.942,23.971,2.88869,2.86736,102.086,2.0241,1.8348,10.1477,10.0728,99.262,95.58,False,
BAT-002,66,2023-01-17T03:05:09,3.5745,4.0413,2.9522,1.5672,-1.2009,31.345,36.155,28.925,2.90369,2.88859,98.054,1.8819,2.402,10.3793,10.3254,99.48,96.29,False,
BAT-002,67,2023-01-17T08:49:32,3.5615,4.0661,2.8795,1.6247,-1.4135,29.2,34.882,27.048,2.90184,2.88615,101.795,1.7768,2.1415,10.3349,10.279,99.459,96.21,False,
BAT-002,68,2023-01-17T14:14:14,3.4989,3.9947,2.85,1.3349,-1.2575,28.358,34.213,24.3,2.89898,2.87819,97.042,2.1211,2.3406,10.1432,10.0705,99.283,95.94,False,
BAT-002,69,2023-01-17T20:36:12,3.5329,3.9434,2.85,1.5056,-1.6323,28.423,34.008,26.407,2.89816,2.87812,97.722,2.0127,1.694,10.239,10.1682,99.309,95.94,False,
BAT-002,70,2023-01-18T01:31:41,3.4738,4.0217,2.9123,1.4597,-1.3607,28.385,34.809,25.642,2.90541,2.87971,96.556,2.0283,2.147,10.0928,10.0036,99.116,95.99,False,
BAT-002,71,2023-01-18T06:41:13,3.5489,3.9363,2.9007,1.5819,-1.4128,28.116,32.509,23.139,2.92642,2.88375,100.273,2.0137,1.9546,10.3857,10.2342,98.542,96.12,False,
BAT-002,72,2023-01-18T12:08:24,3.6276,4.0476,2.8805,1.3911,-1.2637,29.389,36.276,25.372,2.90602,2.87188,95.236,2.2277,2.3167,10.542,10.4181,98.825,95.73,False,
BAT-002,73,2023-01-18T17:23:17,3.5121,4.0184,2.9108,1.316,-1.6126,28.689,33.322,26.655,2.89816,2.86162,103.846,2.1039,1.8265,10.1787,10.0504,98.739,95.39,False,
BAT-002,74,2023-01-18T22:33:10,3.4842,3.9441,2.8922,1.4718,-1.439,29.785,33.428,27.668,2.90012,2.87543,100.022,1.8824,1.9683,10.1046,10.0185,99.149,95.85,False,
BAT-002,75,2023-01-19T03:58:54,3.4656,3.8546,2.9044,1.5657,-1.2198,29.981,35.446,25.797,2.90914,2.87217,95.344,1.9744,2.3562,10.082,9.9539,98.729,95.74,False,
BAT-002,76,2023-01-19T10:12:02,3.5477,4.0039,2.922,1.5402,-1.5816,29.44,35.127,26.435,2.89064,2.86601,99.139,2.0039,1.8374,10.2551,10.1677,99.148,95.53,False,
BAT-002,77,2023-01-19T14:33:16,3.5701,4.0589,2.85,1.6894,-1.4727,30.851,35.921,26.484,2.88346,2.86426,104.368,1.8337,1.8744,10.2942,10.2257,99.334,95.48,False,
BAT-002,78,2023-01-19T19:07:11,3.5161,3.8864,2.9121,1.6328,-1.3993,27.895,34.884,22.941,2.88819,2.86908,98.672,1.8304,1.9641,10.1551,10.0879,99.338,95.64,False,
BAT-002,79,2023-01-19T23:34:07,3.5781,4.0178,2.8685,1.7332,-1.3187,25.855,29.641,20.98,2.89253,2.85882,99.653,1.6486,2.2171,10.3498,10.2291,98.835,95.29,False,
BAT-002,80,2023-01-20T04:16:51,3.6078,4.1288,2.9917,1.6722,-1.4797,25.298,30.686,21.498,2.88314,2.8501,97.24,1.6731,1.9085,10.4018,10.2826,98.854,95.0,False,
BAT-002,81,2023-01-20T08:37:44,3.6,3.9548,2.8923,1.7547,-1.6402,30.421,38.382,26.662,2.87967,2.86171,101.201,1.796,1.823,10.3669,10.3022,99.376,95.39,False,
BAT-002,82,2023-01-20T13:13:04,3.6226,4.0526,2.9446,1.6689,-1.6399,28.72,35.327,23.849,2.91639,2.87917,98.735,1.7069,1.8348,10.5649,10.4301,98.724,95.97,False,
BAT-002,83,2023-01-20T17:21:21,3.5508,4.0305,2.8546,1.3871,-1.5472,27.729,31.416,25.287,2.88329,2.86638,97.163,2.1615,1.9042,10.2381,10.178,99.413,95.55,False,
BAT-002,84,2023-01-20T22:49:01,3.6397,4.0197,3.0626,1.5987,-1.4736,28.319,35.729,23.449,2.89713,2.86585,98.801,1.7904,1.8879,10.5446,10.4307,98.92,95.53,False,
BAT-002,85,2023-01-21T03:18:58,3.4871,3.8551,2.8558,1.5018,-1.5242,29.644,37.018,27.595,2.89718,2.85849,96.491,2.0567,1.7859,10.1027,9.9678,98.665,95.28,False,
BAT-002,86,2023-01-21T08:06:54,3.6042,4.0811,3.0493,1.5499,-1.2765,28.262,34.254,23.931,2.89025,2.85624,100.735,1.7817,2.301,10.4171,10.2945,98.824,95.21,False,
BAT-002,87,2023-01-21T13:45:27,3.4839,3.8945,2.87,1.3875,-1.2944,28.524,35.444,25.491,2.87558,2.85432,101.249,2.2634,2.1476,10.0183,9.9442,99.261,95.14,False,
BAT-002,88,2023-01-21T19:16:43,3.5332,4.0073,2.9021,1.5157,-1.332,29.64,33.737,25.037,2.88972,2.86273,97.332,2.025,2.13,10.21,10.1146,99.066,95.42,False,
BAT-002,89,2023-01-22T01:03:16,3.5647,4.1073,2.9387,1.4753,-1.5053,29.376,33.083,24.491,2.87651,2.85242,104.028,2.0891,1.9819,10.2539,10.168,99.163,95.08,False,
BAT-002,90,2023-01-22T05:57:08,3.5024,3.8662,2.85,1.693,-1.5477,29.995,36.612,26.649,2.87957,2.85283,102.737,1.6561,1.8055,10.0854,9.9917,99.071,95.09,False,
BAT-002,91,2023-01-22T10:39:56,3.5478,4.0279,2.9973,1.6092,-1.3219,28.821,35.352,25.148,2.87835,2.83665,99.253,1.7981,2.0745,10.2118,10.0639,98.552,94.56,False,
BAT-002,92,2023-01-22T15:47:47,3.6171,4.1326,3.0558,1.4491,-1.2391,29.491,37.085,25.34,2.89754,2.85717,99.613,2.0871,2.3134,10.4808,10.3348,98.607,95.24,False,
BAT-002,93,2023-01-22T21:33:04,3.6035,4.1489,3.0472,1.4933,-1.641,29.511,33.217,26.414,2.88216,2.84442,97.273,1.9575,1.8084,10.386,10.25,98.691,94.81,False,
BAT-002,94,2023-01-23T03:04:17,3.6331,4.0809,3.0772,1.3044,-1.5527,30.685,36.424,26.597,2.90023,2.85813,100.73,2.1229,1.8313,10.537,10.384,98.548,95.27,False,
BAT-002,95,2023-01-23T08:33:07,3.6057,4.0341,2.9135,1.7081,-1.3516,31.708,39.251,28.251,2.86442,2.84171,104.57,1.7749,2.1075,10.3282,10.2463,99.207,94.72,False,
BAT-002,96,2023-01-23T14:04:32,3.5318,3.9614,2.85,1.5312,-1.3444,29.203,35.006,26.122,2.84663,2.83181,98.146,1.7785,2.0244,10.0536,10.0013,99.48,94.39,False,
BAT-002,97,2023-01-23T18:35:15,3.4812,3.9129,2.85,1.4965,-1.2446,27.357,34.955,22.997,2.86248,2.83113,99.107,2.0571,2.3721,9.9649,9.8557,98.905,94.37,False,
BAT-002,98,2023-01-24T00:28:17,3.6199,4.0655,2.9123,1.3975,-1.5016,27.204,33.185,23.177,2.83466,2.81962,105.808,2.0325,1.8245,10.261,10.2066,99.47,93.99,False,
BAT-002,99,2023-01-24T05:18:40,3.5047,3.9923,2.9486,1.4678,-1.4334,31.134,34.721,28.512,2.86795,2.83459,107.381,1.8634,1.8971,10.0513,9.9344,98.837,94.49,False,
BAT-002,100,2023-01-24T09:58:16,3.5823,3.9768,2.9878,1.6,-1.4308,28.715,34.498,23.805,2.85446,2.82546,100.397,1.7789,1.9787,10.2255,10.1215,98.984,94.18,False,
BAT-002,101,2023-01-24T14:56:57,3.5129,4.0251,2.8866,1.7921,-1.3824,26.68,32.052,23.379,2.85971,2.82496,103.981,1.7183,1.9731,10.0459,9.9238,98.785,94.17,False,
BAT-002,102,2023-01-24T19:59:32,3.6165,4.0363,2.8945,1.7792,-1.3286,29.839,34.248,25.891,2.85558,2.81751,97.968,1.5472,2.1703,10.3273,10.1896,98.667,93.92,False,
BAT-002,103,2023-01-25T00:50:22,3.5549,3.9681,2.9758,1.5177,-1.672,26.871,33.251,24.722,2.85417,2.83924,99.861,1.9891,1.6537,10.1464,10.0933,99.477,94.64,False,
BAT-002,104,2023-01-25T05:39:34,3.5292,4.0737,2.8852,1.7572,-1.4308,25.671,29.822,22.449,2.85893,2.84151,99.977,1.625,2.0586,10.0897,10.0283,99.391,94.72,False,
BAT-002,105,2023-01-25T10:51:40,3.5539,3.9646,2.9697,1.6385,-1.2124,29.574,37.087,24.581,2.84645,2.81851,104.314,1.7774,2.3237,10.1161,10.0168,99.018,93.95,False,
BAT-002,106,2023-01-25T16:37:20,3.5254,4.0261,2.85,1.673,-1.5041,29.131,35.427,25.739,2.85177,2.82558,100.346,1.6941,1.8824,10.0536,9.9612,99.081,94.19,False,
BAT-002,107,2023-01-25T21:05:12,3.5051,3.9549,2.9226,1.7812,-1.4235,24.982,28.128,20.452,2.82748,2.80933,104.215,1.6571,1.9571,9.9107,9.847,99.358,93.64,False,
BAT-002,108,2023-01-26T01:34:09,3.481,3.8323,2.85,1.7907,-1.6964,29.797,33.608,24.864,2.85302,2.81237,103.679,1.5919,1.6303,9.9315,9.79,98.575,93.75,False,
BAT-002,109,2023-01-26T06:19:20,3.5977,4.0258,3.0345,1.6963,-1.4986,29.364,32.944,26.449,2.85824,2.82084,107.26,1.6919,1.9168,10.2831,10.1485,98.692,94.03,False,
BAT-002,110,2023-01-26T11:36:45,3.4737,3.8985,2.85,1.5354,-1.3822,31.746,38.889,29.02,2.83905,2.81665,105.403,1.8517,2.0795,9.862,9.7841,99.211,93.89,False,
BAT-002,111,2023-01-26T17:12:38,3.6204,4.0564,2.8734,1.3565,-1.5528,27.17,30.924,23.027,2.85101,2.83093,102.527,2.1447,1.8874,10.3217,10.249,99.296,94.36,False,
BAT-002,112,2023-01-26T23:06:14,3.6994,4.22,2.9595,3.8461,-1.4382,29.868,35.67,26.654,2.69277,2.65502,106.166,0.6735,1.8286,9.9616,9.822,98.598,88.5,True,capacity_drop
BAT-002,113,2023-01-27T03:24:19,3.5559,4.0928,2.8755,1.3474,-1.594,26.588,30.812,22.878,2.82925,2.81286,103.385,1.999,1.7585,10.0606,10.0024,99.421,93.76,False,
BAT-002,114,2023-01-27T08:55:43,3.504,3.9048,2.85,1.3859,-1.6706,29.397,34.082,25.067,2.83627,2.81257,103.528,1.9736,1.724,9.9382,9.8552,99.164,93.75,False,
BAT-002,115,2023-01-27T13:32:59,3.5577,3.9196,2.9974,1.6006,-1.5119,29.794,34.686,25.955,2.84782,2.81466,106.393,1.8655,1.9227,10.1318,10.0138,98.836,93.82,False,
BAT-002,116,2023-01-27T18:28:09,3.4775,3.9947,2.8874,1.6151,-1.4885,28.501,35.668,24.406,2.84839,2.818,105.464,1.6814,1.9455,9.9051,9.7994,98.933,93.93,False,
BAT-002,117,2023-01-27T23:21:24,3.5051,3.9849,2.85,1.3349,-1.3397,27.787,33.94,24.249,2.83921,2.8048,105.868,2.2639,2.044,9.9518,9.8312,98.788,93.49,False,
BAT-002,118,2023-01-28T05:13:04,3.6372,4.1266,2.8934,1.5868,-1.3087,31.067,34.94,28.06,2.85051,2.8149,105.194,1.7529,2.1433,10.3678,10.2382,98.751,93.83,False,
BAT-002,119,2023-01-28T10:14:32,3.5602,4.0737,2.9622,1.3065,-1.5147,31.018,36.782,28.384,2.85948,2.81922,102.171,2.3227,1.8927,10.1802,10.0369,98.592,93.97,False,
BAT-002,120,2023-01-28T15:48:19,3.5772,4.0322,2.9344,1.6548,-1.5052,27.294,30.928,23.189,2.8576,2.82137,102.717,1.8078,1.8448,10.2222,10.0926,98.732,94.05,False,
BAT-002,121,2023-01-28T20:29:33,3.5686,4.0659,2.913,1.7879,-1.2276,28.831,34.675,26.222,2.86607,2.82477,102.366,1.6682,2.3659,10.2277,10.0804,98.559,94.16,False,
BAT-002,122,2023-01-29T01:14:01,3.576,4.0431,2.935,1.686,-1.4778,28.661,35.433,25.108,2.8341,2.80081,108.195,1.6417,1.9072,10.1346,10.0156,98.825,93.36,False,
BAT-002,123,2023-01-29T06:42:18,3.5225,3.9778,2.923,1.4739,-1.6711,29.299,36.304,25.297,2.81735,2.79503,102.439,1.9686,1.6119,9.9242,9.8455,99.208,93.17,False,
BAT-002,124,2023-01-29T11:05:33,3.6137,4.0184,3.0322,1.7878,-1.3178,31.134,37.238,27.465,2.83883,2.80831,107.38,1.5623,2.1674,10.2586,10.1483,98.925,93.61,False,
BAT-002,125,2023-01-29T15:28:03,3.6402,4.1411,3.0259,1.6597,-1.6831,27.012,35.007,23.097,2.81786,2.80155,101.532,1.8036,1.6233,10.2575,10.1981,99.421,93.38,False,
BAT-002,126,2023-01-29T20:21:33,3.549,4.076,2.8809,1.3411,-1.2804,27.429,30.969,22.499,2.83991,2.79914,106.766,2.0792,2.2279,10.0788,9.9341,98.565,93.3,False,
BAT-002,127,2023-01-30T02:07:15,3.57,3.9572,2.8754,1.3366,-1.4956,29.872,34.124,25.45,2.81879,2.79901,107.718,2.0591,1.9525,10.0631,9.9925,99.298,93.3,False,
BAT-002,128,2023-01-30T07:57:34,3.6253,3.9817,2.9731,1.3429,-1.4869,29.475,32.889,25.027,2.81295,2.79048,105.765,2.0724,1.8845,10.1978,10.1164,99.201,93.02,False,
BAT-002,129,2023-01-30T13:22:29,3.5387,3.9359,2.85,1.3443,-1.693,31.893,37.104,28.321,2.82018,2.79243,107.642,2.1811,1.6123,9.9798,9.8816,99.016,93.08,False,
